_id,createdDate,lastLogin,active,role,signUpSource,state
5ff4ce3ac1e2d0121a9b2fb3,2021-01-05 20:38:18.446000099,2021-01-05 20:38:18.494999886,True,consumer,Email,WI
5ff47392c3d63511e2a47881,2021-01-05 14:11:30.233000040,2021-01-05 14:15:33.549999952,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d1a38f142f11dd1886ba,2021-01-06 15:05:07.667000055,2021-01-06 15:05:07.878000021,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d1d08f142f11dd18884c,2021-01-06 15:05:52.483999968,2021-01-06 15:05:52.717000008,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,2021-01-06 15:03:54.680000067,2021-01-06 15:08:10.009000063,True,consumer,Email,WI
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.595999956,2021-01-07 15:20:26.821000099,True,consumer,Email,WI
5ff7401ceb7c7d31ca8a46e0,2021-01-07 17:08:44.072000027,2021-01-07 17:08:44.351999998,True,consumer,Email,WI
5ff73bea8f142f3276c3e84a,2021-01-07 16:50:50.206000090,2021-01-07 16:50:50.255000114,True,consumer,Email,WI
5ff74f3db3348b11c93361d1,2021-01-07 18:13:17.921000004,2021-01-07 18:17:03.217000008,True,consumer,Email,WI
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.595999956,2021-01-07 15:20:26.821000099,True,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,2021-01-07 16:49:20.959000111,2021-01-07 16:51:07.266999959,True,consumer,Email,WI
5ff7930fb3348b11c93372a6,2021-01-07 23:02:39.759000063,2021-01-07 23:09:54.655999899,True,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,2021-01-07 15:19:42.584000111,2021-01-07 15:19:42.630000114,True,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,2021-01-07 15:19:42.584000111,2021-01-07 15:19:42.630000114,True,consumer,Email,WI
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.595999956,2021-01-07 15:20:26.821000099,True,consumer,Email,WI
5ff7930fb3348b11c93372a6,2021-01-07 23:02:39.759000063,2021-01-07 23:09:54.655999899,True,consumer,Email,WI
5ff726a0eb7c7d12096da2db,2021-01-07 15:20:00.299000025,2021-01-07 15:20:00.352999926,True,consumer,Email,WI
5ff793dd04929111f6e90c69,2021-01-07 23:06:05.503000020,2021-01-07 23:06:05.680999994,True,consumer,Email,WI
5ff7949eb3348b11c93373d2,2021-01-07 23:09:18.698999882,2021-01-07 23:09:18.839999914,True,consumer,Email,WI
5ff7268c8f142f11dd189579,2021-01-07 15:19:40.196000099,2021-01-07 15:19:40.243000031,True,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,2021-01-07 16:49:20.959000111,2021-01-07 16:51:07.266999959,True,consumer,Email,WI
5ff7264e8f142f11dd189504,2021-01-07 15:18:38.595999956,2021-01-07 15:20:26.821000099,True,consumer,Email,WI
5ff616a68f142f11dd189163,2021-01-06 19:59:34.996000051,,True,consumer,Email,KY
5ff7930fb3348b11c93372a6,2021-01-07 23:02:39.759000063,2021-01-07 23:09:54.655999899,True,consumer,Email,WI
5ff79464b3348b11c933738b,2021-01-07 23:08:20.153000116,2021-01-07 23:08:20.301000118,True,consumer,Email,WI
5ff8c241b3348b11c93379fc,2021-01-08 20:36:17.625999928,2021-01-08 20:36:17.831000090,True,consumer,Email,WI
5ff8ce8504929111f6e913cb,2021-01-08 21:28:37.743000031,2021-01-08 21:29:59.411000013,True,consumer,Email,WI
5ff8ce8504929111f6e913cb,2021-01-08 21:28:37.743000031,2021-01-08 21:29:59.411000013,True,consumer,Email,WI
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348000050,2021-01-08 15:03:21.259000063,True,consumer,Email,WI
5ff873ef04929111f6e910f0,2021-01-08 15:02:07.604000092,2021-01-08 15:02:07.654999971,True,consumer,Email,WI
5ff8c4e8b3348b11c9337a11,2021-01-08 20:47:36.723999977,2021-01-08 20:47:37.088000059,True,consumer,Email,WI
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348000050,2021-01-08 15:03:21.259000063,True,consumer,Email,WI
5ff8da28b3348b11c9337ac6,2021-01-08 22:18:16.844000101,2021-01-08 22:19:49.938999891,True,consumer,Email,WI
5ff8da7db3348b11c9337b6a,2021-01-08 22:19:41.688999891,2021-01-08 22:19:41.737999916,True,consumer,Email,WI
5ff873ddb3348b11c9337733,2021-01-08 15:01:49.160000086,2021-01-08 15:01:49.201999903,True,consumer,Email,WI
5ff8a11db3348b11c93378aa,2021-01-08 18:14:53.733999968,2021-01-08 18:14:53.927999973,True,consumer,Email,WI
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348000050,2021-01-08 15:03:21.259000063,True,consumer,Email,WI
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348000050,2021-01-08 15:03:21.259000063,True,consumer,Email,WI
5ff873d1b3348b11c9337716,2021-01-08 15:01:37.348000050,2021-01-08 15:03:21.259000063,True,consumer,Email,WI
5ff8ce8504929111f6e913cb,2021-01-08 21:28:37.743000031,2021-01-08 21:29:59.411000013,True,consumer,Email,WI
5ff8d634b3348b11c9337aa4,2021-01-08 22:01:24.237999916,2021-01-08 22:01:24.517999887,True,consumer,Email,WI
5ff8da28b3348b11c9337ac6,2021-01-08 22:18:16.844000101,2021-01-08 22:19:49.938999891,True,consumer,Email,WI
5ff8c330b3348b11c9337a04,2021-01-08 20:40:16.721999884,2021-01-08 20:40:16.933000088,True,consumer,Email,WI
5ff873ddb3348b11c9337733,2021-01-08 15:01:49.160000086,2021-01-08 15:01:49.201999903,True,consumer,Email,WI
5ff8da7eb3348b11c9337b72,2021-01-08 22:19:42.703999996,2021-01-08 22:19:42.749000072,True,consumer,Email,WI
5ffcb47d04929111f6e9256c,2021-01-11 20:26:37.224999905,2021-01-11 20:28:21.430000067,True,consumer,Email,WI
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.526999950,2021-01-11 17:50:49.566999912,True,consumer,Email,WI
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890000105,2021-01-11 17:50:56.750000000,True,consumer,Email,WI
5ffc9001b3348b11c93388b6,2021-01-11 17:50:57.375000000,2021-01-11 17:50:57.414999962,True,consumer,Email,WI
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.526999950,2021-01-11 17:50:49.566999912,True,consumer,Email,WI
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890000105,2021-01-11 17:50:56.750000000,True,consumer,Email,WI
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890000105,2021-01-11 17:50:56.750000000,True,consumer,Email,WI
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.526999950,2021-01-11 17:50:49.566999912,True,consumer,Email,WI
5ffc8ff9b3348b11c9338896,2021-01-11 17:50:49.526999950,2021-01-11 17:50:49.566999912,True,consumer,Email,WI
5ffcb4bc04929111f6e92608,2021-01-11 20:27:40.224999905,2021-01-11 20:27:40.265000105,True,consumer,Email,WI
5ffc9d87b3348b11c9338920,2021-01-11 18:48:39.075999975,2021-01-11 18:50:13.460999966,True,consumer,Email,WI
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890000105,2021-01-11 17:50:56.750000000,True,consumer,Email,WI
5ffc9d87b3348b11c9338920,2021-01-11 18:48:39.075999975,2021-01-11 18:50:13.460999966,True,consumer,Email,WI
5ffcb47d04929111f6e9256c,2021-01-11 20:26:37.224999905,2021-01-11 20:28:21.430000067,True,consumer,Email,WI
5ffc9d87b3348b11c9338920,2021-01-11 18:48:39.075999975,2021-01-11 18:50:13.460999966,True,consumer,Email,WI
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890000105,2021-01-11 17:50:56.750000000,True,consumer,Email,WI
5ffcb4bc04929111f6e92608,2021-01-11 20:27:40.224999905,2021-01-11 20:27:40.265000105,True,consumer,Email,WI
5ffc8f9704929111f6e922bf,2021-01-11 17:49:11.890000105,2021-01-11 17:50:56.750000000,True,consumer,Email,WI
5ffc9d9f04929111f6e92456,2021-01-11 18:49:03.920000076,2021-01-11 18:49:03.964999914,True,consumer,Email,WI
5ffca30604929111f6e92525,2021-01-11 19:12:06.515000105,2021-01-11 19:12:06.790999889,True,consumer,Email,WI
5fff0f9804929101d0ab0697,2021-01-13 15:19:52.446000099,2021-01-13 15:19:52.677999973,True,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.069999933,2021-01-13 15:22:02.153000116,True,consumer,Email,WI
5fff4beedf9ace121f0c17ea,2021-01-13 19:37:18.414999962,2021-01-13 19:41:12.676000118,True,consumer,Email,WI
5ffe115404929101d0aaebb2,2021-01-12 21:15:00.207999945,,True,consumer,Email,AL
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.720999956,2021-01-13 20:23:26.974999905,True,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.069999933,2021-01-13 15:22:02.153000116,True,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.720999956,2021-01-13 20:23:26.974999905,True,consumer,Email,WI
5fff4beedf9ace121f0c17ea,2021-01-13 19:37:18.414999962,2021-01-13 19:41:12.676000118,True,consumer,Email,WI
5ffe115404929101d0aaebb2,2021-01-12 21:15:00.207999945,,True,consumer,Email,AL
5fff26bab3348b03eb45bb22,2021-01-13 16:58:34.026999950,2021-01-13 16:58:34.075000048,True,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.720999956,2021-01-13 20:23:26.974999905,True,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.069999933,2021-01-13 15:22:02.153000116,True,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.720999956,2021-01-13 20:23:26.974999905,True,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.720999956,2021-01-13 20:23:26.974999905,True,consumer,Email,WI
5fff4c7461ffa811fdb0854c,2021-01-13 19:39:32.913000107,2021-01-13 19:39:33.163000107,True,consumer,Email,WI
5fff26bfb3348b03eb45bb32,2021-01-13 16:58:39.411000013,2021-01-13 16:58:39.463000059,True,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.720999956,2021-01-13 20:23:26.974999905,True,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,2021-01-13 15:18:39.069999933,2021-01-13 15:22:02.153000116,True,consumer,Email,WI
5fff26f2b3348b03eb45bbb9,2021-01-13 16:59:30.517999887,2021-01-13 16:59:30.566999912,True,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,2021-01-13 20:19:38.720999956,2021-01-13 20:23:26.974999905,True,consumer,Email,WI
6000d4bae2571211db395b9f,2021-01-14 23:33:14.861000061,2021-01-14 23:33:14.903000116,True,consumer,Email,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
6000d46cfb296c121a81b20c,2021-01-14 23:31:56.664999962,2021-01-14 23:33:52.700999975,True,consumer,Email,WI
6000b7aefb296c121a8198b1,2021-01-14 21:29:18.187999964,2021-01-14 21:33:22.665999889,True,consumer,Email,WI
60005709bd4dff11dda90ac1,2021-01-14 14:36:57.987999916,2021-01-14 14:36:58.051000118,True,consumer,Email,WI
6000b7aefb296c121a8198b1,2021-01-14 21:29:18.187999964,2021-01-14 21:33:22.665999889,True,consumer,Email,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
6000b7aefb296c121a8198b1,2021-01-14 21:29:18.187999964,2021-01-14 21:33:22.665999889,True,consumer,Email,WI
5e27526d0bdb6a138c32b556,2020-01-21 19:35:09.795000076,,True,consumer,Google,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
6000d46cfb296c121a81b20c,2021-01-14 23:31:56.664999962,2021-01-14 23:33:52.700999975,True,consumer,Email,WI
6000d4abe2571211db395b5c,2021-01-14 23:32:59.197000027,2021-01-14 23:32:59.247999907,True,consumer,Email,WI
600056d6bd4dff11dda90a3f,2021-01-14 14:36:06.157000065,2021-01-14 14:36:06.207999945,True,consumer,Email,WI
60005704bd4dff11dda90a9d,2021-01-14 14:36:52.368000031,2021-01-14 14:36:52.417999983,True,consumer,Email,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
600056a3f7e5b011fce897b0,2021-01-14 14:35:15.207000017,2021-01-14 14:37:10.766999960,True,consumer,Email,WI
60005709bd4dff11dda90ac1,2021-01-14 14:36:57.987999916,2021-01-14 14:36:58.051000118,True,consumer,Email,WI
6002475cfb296c121a81b98d,2021-01-16 01:54:36.571000099,,True,consumer,Email,WI
60024f24e257124ec6b99a13,2021-01-16 02:27:49.345000029,,True,consumer,Email,WI
60037329e257124ec6b99eeb,2021-01-16 23:13:45.573999882,,True,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,2021-01-14 21:27:55.937999964,,True,consumer,Email,AL
6002541ae257124ec6b99a3a,2021-01-16 02:48:58.736000061,,True,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,2021-01-14 21:27:55.937999964,,True,consumer,Email,AL
600258dafb296c4ef805d9b7,2021-01-16 03:09:14.959000111,,True,consumer,Email,WI
60025c65fb296c4ef805d9e6,2021-01-16 03:24:21.980000019,,True,consumer,Email,WI
60037005e257124ec6b99ec2,2021-01-16 23:00:21.503999949,,True,consumer,Email,WI
60025c65fb296c4ef805d9e6,2021-01-16 03:24:21.980000019,,True,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,2021-01-14 21:27:55.937999964,,True,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,2021-01-14 21:27:55.937999964,,True,consumer,Email,AL
60025c65fb296c4ef805d9e6,2021-01-16 03:24:21.980000019,,True,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,2021-01-14 21:27:55.937999964,,True,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,2021-01-14 21:27:55.937999964,,True,consumer,Email,AL
60023de5fb296c121a81b955,2021-01-16 01:14:13.653000116,,True,consumer,Email,CO
6002541ae257124ec6b99a3a,2021-01-16 02:48:58.736000061,,True,consumer,Email,WI
60049cdce257124ec6b9a353,2021-01-17 20:23:56.993999958,,True,consumer,Email,WI
60025fe0e257124ec6b99a87,2021-01-16 03:39:13.154000044,,True,consumer,Email,WI
600498c4e257124ec6b9a331,2021-01-17 20:06:29.321000099,,True,consumer,Email,WI
6004a5d3fb296c4ef805e256,2021-01-17 21:02:11.431999922,,True,consumer,Email,WI
60037a94fb296c4ef805ddbe,2021-01-16 23:45:25.319000006,,True,consumer,Email,WI
600495c3fb296c4ef805e1fc,2021-01-17 19:53:39.355999947,,True,consumer,Email,WI
6004a965e257124ec6b9a39f,2021-01-17 21:17:25.326999903,,True,consumer,Email,WI
6007464b6e64691717e8c1f0,2021-01-19 20:51:23.346999884,2021-01-19 20:55:08.492000103,True,consumer,Email,WI
6007464b6e64691717e8c1f0,2021-01-19 20:51:23.346999884,2021-01-19 20:55:08.492000103,True,consumer,Email,WI
600741d06e6469120a787853,2021-01-19 20:32:17.000000000,2021-01-19 20:39:03.299000025,True,consumer,Email,WI
600748196e64691717e8d4f0,2021-01-19 20:59:05.174999952,2021-01-19 21:02:42.823999882,True,consumer,Email,WI
600746fd6e64691717e8cfb5,2021-01-19 20:54:21.273999929,2021-01-19 20:54:21.486999989,True,consumer,Email,WI
60074b49325c8a1794623876,2021-01-19 21:12:41.648999929,2021-01-19 21:16:09.332000017,True,consumer,Email,WI
60074b49325c8a1794623876,2021-01-19 21:12:41.648999929,2021-01-19 21:16:09.332000017,True,consumer,Email,WI
60074b996e64691717e8f11a,2021-01-19 21:14:01.809000015,2021-01-19 21:14:02.009999990,True,consumer,Email,WI
600748196e64691717e8d4f0,2021-01-19 20:59:05.174999952,2021-01-19 21:02:42.823999882,True,consumer,Email,WI
600741d06e6469120a787853,2021-01-19 20:32:17.000000000,2021-01-19 20:39:03.299000025,True,consumer,Email,WI
600741d06e6469120a787853,2021-01-19 20:32:17.000000000,2021-01-19 20:39:03.299000025,True,consumer,Email,WI
600741d06e6469120a787853,2021-01-19 20:32:17.000000000,2021-01-19 20:39:03.299000025,True,consumer,Email,WI
600741d06e6469120a787853,2021-01-19 20:32:17.000000000,2021-01-19 20:39:03.299000025,True,consumer,Email,WI
600748196e64691717e8d4f0,2021-01-19 20:59:05.174999952,2021-01-19 21:02:42.823999882,True,consumer,Email,WI
600741d06e6469120a787853,2021-01-19 20:32:17.000000000,2021-01-19 20:39:03.299000025,True,consumer,Email,WI
6007464b6e64691717e8c1f0,2021-01-19 20:51:23.346999884,2021-01-19 20:55:08.492000103,True,consumer,Email,WI
600748196e64691717e8d4f0,2021-01-19 20:59:05.174999952,2021-01-19 21:02:42.823999882,True,consumer,Email,WI
60074246325c8a12289e22a0,2021-01-19 20:34:15.283999920,2021-01-19 20:34:15.510999918,True,consumer,Email,WI
60074883325c8a1794622a12,2021-01-19 21:00:51.463999987,2021-01-19 21:00:51.660000086,True,consumer,Email,WI
6006f786fb296c7f688530f8,2021-01-19 15:15:18.644000053,,True,consumer,Email,AL
60088d55633aab121bb8e41a,2021-01-20 20:06:45.740000010,2021-01-20 20:07:54.542000055,True,consumer,Email,WI
6008893b633aab121bb8e0a9,2021-01-20 19:49:15.039999962,2021-01-20 19:50:33.204999924,True,consumer,Email,WI
6008893b633aab121bb8e0a9,2021-01-20 19:49:15.039999962,2021-01-20 19:50:33.204999924,True,consumer,Email,WI
